ID,division,name,engName,pinyinName,bottom,superior
2992,621021,庆城县,,qingchengxian,1,621000
2993,621022,环县,,huanxian,1,621000
2994,621023,华池县,,huachixian,1,621000
2995,621024,合水县,,heshuixian,1,621000
2996,621025,正宁县,,zhengningxian,1,621000
2997,621026,宁县,,ningxian,1,621000
2998,621027,镇原县,,zhenyuanxian,1,621000
2999,621100,定西市,,dingxishi,FALSE,620000
3000,621102,安定区,,andingqu,1,621100
3001,621121,通渭县,,tongweixian,1,621100
3002,621122,陇西县,,longxixian,1,621100
3003,621123,渭源县,,weiyuanxian,1,621100
3004,621124,临洮县,,linxian,1,621100
3005,621125,漳县,,zhangxian,1,621100
3006,621126,岷县,,xian,1,621100
3007,621200,陇南市,,longnanshi,FALSE,620000
3008,621202,武都区,,wuduqu,1,621200
3009,621221,成县,,chengxian,1,621200
3010,621222,文县,,wenxian,1,621200
3011,621223,宕昌县,,changxian,1,621200
3012,621224,康县,,kangxian,1,621200
3013,621225,西和县,,xihexian,1,621200
3014,621226,礼县,,lixian,1,621200
3015,621227,徽县,,huixian,1,621200
3016,621228,两当县,,liangdangxian,1,621200
3017,622900,临夏回族自治州,,linxiahuizuzizhizhou,FALSE,620000
3018,622901,临夏市,,linxiashi,1,622900
3019,622921,临夏县,,linxiaxian,1,622900
3020,622922,康乐县,,kanglexian,1,622900
3021,622923,永靖县,,yongjingxian,1,622900
3022,622924,广河县,,guanghexian,1,622900
3023,622925,和政县,,hezhengxian,1,622900
3024,622926,东乡族自治县,,dongxiangzuzizhixian,1,622900
3025,622927,积石山保安族东乡族撒拉族自治县,,jishishanbaoanzudongxiangzusalazuzizhixian,1,622900
3026,623000,甘南藏族自治州,,gannancangzuzizhizhou,FALSE,620000
3027,623001,合作市,,hezuoshi,1,623000
3028,623021,临潭县,,lintanxian,1,623000
3029,623022,卓尼县,,zhuonixian,1,623000
3030,623023,舟曲县,,zhouquxian,1,623000
3031,623024,迭部县,,diebuxian,1,623000
3032,623025,玛曲县,,maquxian,1,623000
3033,623026,碌曲县,,luquxian,1,623000
3034,623027,夏河县,,xiahexian,1,623000
3035,630000,青海,,qinghai,FALSE,0
3036,630100,西宁市,,xiningshi,FALSE,630000
3037,630102,城东区,,chengdongqu,1,630100
3038,630103,城中区,,chengzhongqu,1,630100
3039,630104,城西区,,chengxiqu,1,630100
3040,630105,城北区,,chengbeiqu,1,630100
3041,630121,大通回族土族自治县,,datonghuizutuzuzizhixian,1,630100
3042,630122,湟中县,,zhongxian,1,630100
3043,630123,湟源县,,yuanxian,1,630100
3044,632100,海东地区,,haidongdiqu,FALSE,630000
3045,632121,平安县,,pinganxian,1,632100
3046,632122,民和回族土族自治县,,minhehuizutuzuzizhixian,1,632100
3047,632123,乐都县,,leduxian,1,632100
3048,632126,互助土族自治县,,huzhutuzuzizhixian,1,632100
3049,632127,化隆回族自治县,,hualonghuizuzizhixian,1,632100
3050,632128,循化撒拉族自治县,,xunhuasalazuzizhixian,1,632100
3051,632200,海北藏族自治州,,haibeicangzuzizhizhou,FALSE,630000
3052,632221,门源回族自治县,,menyuanhuizuzizhixian,1,632200
3053,632222,祁连县,,qilianxian,1,632200
3054,632223,海晏县,,haixian,1,632200
3055,632224,刚察县,,gangchaxian,1,632200
3056,632300,黄南藏族自治州,,huangnancangzuzizhizhou,FALSE,630000
3057,632321,同仁县,,tongrenxian,1,632300
3058,632322,尖扎县,,jianzhaxian,1,632300
3059,632323,泽库县,,zekuxian,1,632300
3060,632324,河南蒙古族自治县,,henanmengguzuzizhixian,1,632300
3061,632500,海南藏族自治州,,hainancangzuzizhizhou,FALSE,630000
3062,632521,共和县,,gonghexian,1,632500
3063,632522,同德县,,tongdexian,1,632500
3064,632523,贵德县,,guidexian,1,632500
3065,632524,兴海县,,xinghaixian,1,632500
3066,632525,贵南县,,guinanxian,1,632500
3067,632600,果洛藏族自治州,,guoluocangzuzizhizhou,FALSE,630000
3068,632621,玛沁县,,maqinxian,1,632600
3069,632622,班玛县,,banmaxian,1,632600
3070,632623,甘德县,,gandexian,1,632600
3071,632624,达日县,,darixian,1,632600
3072,632625,久治县,,jiuzhixian,1,632600
3073,632626,玛多县,,maduoxian,1,632600
3074,632700,玉树藏族自治州,,yushucangzuzizhizhou,FALSE,630000
3075,632721,玉树县,,yushuxian,1,632700
3076,632722,杂多县,,zaduoxian,1,632700
3077,632723,称多县,,chengduoxian,1,632700
3078,632724,治多县,,zhiduoxian,1,632700
3079,632725,囊谦县,,nangqianxian,1,632700
3080,632726,曲麻莱县,,qumalaixian,1,632700
3081,632800,海西蒙古族藏族自治州,,haiximengguzucangzuzizhizhou,FALSE,630000
3082,632801,格尔木市,,geermushi,1,632800
3083,632802,德令哈市,,delinghashi,1,632800
3084,632821,乌兰县,,wulanxian,1,632800
3085,632822,都兰县,,dulanxian,1,632800
3086,632823,天峻县,,tianjunxian,1,632800
3087,640000,宁夏,,ningxia,FALSE,0
3088,640100,银川市,,yinchuanshi,FALSE,640000
3089,640104,兴庆区,,xingqingqu,1,640100
3090,640105,西夏区,,xixiaqu,1,640100
3091,640106,金凤区,,jinfengqu,1,640100
3092,640121,永宁县,,yongningxian,1,640100
3093,640122,贺兰县,,helanxian,1,640100
3094,640181,灵武市,,lingwushi,1,640100
3095,640200,石嘴山市,,shizuishanshi,FALSE,640000
3096,640202,大武口区,,dawukouqu,1,640200
3097,640205,惠农区,,huinongqu,1,640200
3098,640221,平罗县,,pingluoxian,1,640200
3099,640300,吴忠市,,wuzhongshi,FALSE,640000
3100,640302,利通区,,litongqu,1,640300
3101,640303,红寺堡区,,hongsibaoqu,1,640300
3102,640323,盐池县,,yanchixian,1,640300
3103,640324,同心县,,tongxinxian,1,640300
3104,640381,青铜峡市,,qingtongxiashi,1,640300
3105,640400,固原市,,guyuanshi,FALSE,640000
3106,640402,原州区,,yuanzhouqu,1,640400
3107,640422,西吉县,,xijixian,1,640400
3108,640423,隆德县,,longdexian,1,640400
3109,640424,泾源县,,yuanxian,1,640400
3110,640425,彭阳县,,pengyangxian,1,640400
3111,640500,中卫市,,zhongweishi,FALSE,640000
3112,640502,沙坡头区,,shapotouqu,1,640500
3113,640521,中宁县,,zhongningxian,1,640500
3114,640522,海原县,,haiyuanxian,1,640500
3115,650000,新疆,,xinjiang,FALSE,0
3116,650100,乌鲁木齐市,,wulumuqishi,FALSE,650000
3117,650102,天山区,,tianshanqu,1,650100
3118,650103,沙依巴克区,,shayibakequ,1,650100
3119,650104,新市区,,xinshiqu,1,650100
3120,650105,水磨沟区,,shuimogouqu,1,650100
3121,650106,头屯河区,,toutunhequ,1,650100
3122,650107,达坂城区,,dachengqu,1,650100
3123,650109,米东区,,midongqu,1,650100
3124,650121,乌鲁木齐县,,wulumuqixian,1,650100
3125,650200,克拉玛依市,,kelamayishi,FALSE,650000
3126,650202,独山子区,,dushanziqu,1,650200
3127,650203,克拉玛依区,,kelamayiqu,1,650200
3128,650204,白碱滩区,,baijiantanqu,1,650200
3129,650205,乌尔禾区,,wuerhequ,1,650200
3130,652100,吐鲁番地区,,tulufandiqu,FALSE,650000
3131,652101,吐鲁番市,,tulufanshi,1,652100
3132,652122,鄯善县,,shanxian,1,652100
3133,652123,托克逊县,,tuokexunxian,1,652100
3134,652200,哈密地区,,hamidiqu,FALSE,650000
3135,652201,哈密市,,hamishi,1,652200
3136,652222,巴里坤哈萨克自治县,,balikunhasakezizhixian,1,652200
3137,652223,伊吾县,,yiwuxian,1,652200
3138,652300,昌吉回族自治州,,changjihuizuzizhizhou,FALSE,650000
3139,652301,昌吉市,,changjishi,1,652300
3140,652302,阜康市,,fukangshi,1,652300
3141,652323,呼图壁县,,hutubixian,1,652300
3142,652324,玛纳斯县,,manasixian,1,652300
3143,652325,奇台县,,qitaixian,1,652300
3144,652327,吉木萨尔县,,jimusaerxian,1,652300
3145,652328,木垒哈萨克自治县,,muleihasakezizhixian,1,652300
3146,652700,博尔塔拉蒙古自治州,,boertalamengguzizhizhou,FALSE,650000
3147,652701,博乐市,,boleshi,1,652700
3148,652722,精河县,,jinghexian,1,652700
3149,652723,温泉县,,wenquanxian,1,652700
3150,652800,巴音郭楞蒙古自治州,,bayinguolengmengguzizhizhou,FALSE,650000
3151,652801,库尔勒市,,kuerleshi,1,652800
3152,652822,轮台县,,luntaixian,1,652800
3153,652823,尉犁县,,weilixian,1,652800
3154,652824,若羌县,,ruoqiangxian,1,652800
3155,652825,且末县,,qiemoxian,1,652800
3156,652826,焉耆回族自治县,,yanhuizuzizhixian,1,652800
3157,652827,和静县,,hejingxian,1,652800
3158,652828,和硕县,,heshuoxian,1,652800
3159,652829,博湖县,,bohuxian,1,652800
3160,652900,阿克苏地区,,akesudiqu,FALSE,650000
3161,652901,阿克苏市,,akesushi,1,652900
3162,652922,温宿县,,wensuxian,1,652900
3163,652923,库车县,,kuchexian,1,652900
3164,652924,沙雅县,,shayaxian,1,652900
3165,652925,新和县,,xinhexian,1,652900
3166,652926,拜城县,,baichengxian,1,652900
3167,652927,乌什县,,wushixian,1,652900
3168,652928,阿瓦提县,,awatixian,1,652900
3169,652929,柯坪县,,kepingxian,1,652900
3170,653000,克孜勒苏柯尔克孜自治州,,kezilesukeerkezizizhizhou,FALSE,650000
3171,653001,阿图什市,,atushishi,1,653000
3172,653022,阿克陶县,,aketaoxian,1,653000
3173,653023,阿合奇县,,aheqixian,1,653000
3174,653024,乌恰县,,wuqiaxian,1,653000
3175,653100,喀什地区,,kashidiqu,FALSE,650000
3176,653101,喀什市,,kashishi,1,653100
3177,653130,巴楚县,,bachuxian,1,653100
3178,653129,伽师县,,shixian,1,653100
3179,653128,岳普湖县,,yuepuhuxian,1,653100
3180,653127,麦盖提县,,maigaitixian,1,653100
3181,653126,叶城县,,yechengxian,1,653100
3182,653125,莎车县,,shachexian,1,653100
3183,653124,泽普县,,zepuxian,1,653100
3184,653123,英吉沙县,,yingjishaxian,1,653100
3185,653122,疏勒县,,shulexian,1,653100
3186,653121,疏附县,,shufuxian,1,653100
3187,653131,塔什库尔干塔吉克自治县,,tashikuergantajikezizhixian,1,653100
3188,653200,和田地区,,hetiandiqu,FALSE,650000
3189,653201,和田市,,hetianshi,1,653200
3190,653221,和田县,,hetianxian,1,653200
3191,653222,墨玉县,,moyuxian,1,653200
3192,653223,皮山县,,pishanxian,1,653200
3193,653224,洛浦县,,luopuxian,1,653200
3194,653225,策勒县,,celexian,1,653200
3195,653226,于田县,,yutianxian,1,653200
3196,653227,民丰县,,minfengxian,1,653200
3197,654000,伊犁哈萨克自治州,,yilihasakezizhizhou,FALSE,650000
3198,654002,伊宁市,,yiningshi,1,654000
3199,654027,特克斯县,,tekesixian,1,654000
3200,654026,昭苏县,,zhaosuxian,1,654000
3201,654025,新源县,,xinyuanxian,1,654000
3202,654024,巩留县,,gongliuxian,1,654000
3203,654023,霍城县,,huochengxian,1,654000
3204,654022,察布查尔锡伯自治县,,chabuchaerxibozizhixian,1,654000
3205,654021,伊宁县,,yiningxian,1,654000
3206,654003,奎屯市,,kuitunshi,1,654000
3207,654028,尼勒克县,,nilekexian,1,654000
3208,654200,塔城地区,,tachengdiqu,FALSE,650000
3209,654201,塔城市,,tachengshi,1,654200
3210,654202,乌苏市,,wusushi,1,654200
3211,654221,额敏县,,eminxian,1,654200
3212,654223,沙湾县,,shawanxian,1,654200
3213,654224,托里县,,tuolixian,1,654200
3214,654225,裕民县,,yuminxian,1,654200
3215,654226,和布克赛尔蒙古自治县,,hebukesaiermengguzizhixian,1,654200
3216,654300,阿勒泰地区,,aletaidiqu,FALSE,650000
3217,654301,阿勒泰市,,aletaishi,1,654300
3218,654321,布尔津县,,buerjinxian,1,654300
3219,654322,富蕴县,,fuyunxian,1,654300
3220,654323,福海县,,fuhaixian,1,654300
3221,654324,哈巴河县,,habahexian,1,654300
3222,654325,青河县,,qinghexian,1,654300
3223,654326,吉木乃县,,jimunaixian,1,654300
3224,659000,自治区直辖县级行政区划,,zizhiquzhixiaxianjixingzhengquhua,FALSE,650000
3225,659001,石河子市,,shihezishi,1,659000
3226,659002,阿拉尔市,,alaershi,1,659000
3227,659003,图木舒克市,,tumushukeshi,1,659000
3228,659004,五家渠市,,wujiaqushi,1,659000
3229,710000,台湾,,taiwan,1,0
3230,810000,香港,,xianggang,1,0
3231,820000,澳门,,aomen,1,0
